name,highway,node_ids
Martin Luther King Junior Way,secondary,275777737-7310041094-275777736-7310041106-7310041111-275773206-7308274371-95317141-7308274357-5487137920-7308274358-7308281285-95323742-275773566-7308274372-95323744-7308281286-95323746
Woolsey Street,residential,53090188-2086712269-275777494-275777495-4262478044-836000370-2820169762-2820169732-4262478047-302802261-2820169735-4262478055-2820169740-4262478056-4264245621-4264245622-165562097
n/a,tertiary_link,275777596-275777597-6420143309-95330288-95330297-5061087085-53099145
Eighth Street,residential,1997913869-5483072630-2977764843-6342662130
Sixth Street,tertiary,304710548-2839116144-1790732501-2839116142-803046455-5483072720-4213511058-53029719-4213511055-258761372-4970185793-5483072717-5483072705-5483072704-5050946845
Ohlone Avenue,residential,53005268-2839117201-799928832-799928426-6937927685-799928834-2839116197-53005267-2839116195-799928836-2839116191-97229316-4226623543-4226623540-2839116187-4226623539-2839116185-53040175-2839116184-2839116180-304710542-2839116178-6937927686-2839116174-304710543
Kula Gulf Way,residential,97229345-2839116156-799928430-2839116183-53040175
n/a,service,97229351-2839116179-4226623524-97229356
Bolivar Drive,service,97239410-779031028-779031016-779031022-53055374
Bolivar Drive,residential,97239375-97239378-1376995639-97239381-1376995657-97239384-1376995693-97239389-5061087093-97239412-97239395-97239397-97239400-5061087094-5061087095-97239410-1376995635-97239402-1376995641-97239406-1376995701-97239375
n/a,cycleway,97239412-97239415-97239417-97239423-97239428-97239430-97239434-97239437-97239440-97239442-97239445-97239448-97239451-97239455-97239461-97239469-97239479-97239485-97239493-97239495-97239500-97239506-97239512-97239519-97239527-97239533-97239538-97239540-97239543-97239545-97239547-97239550-97239553-97239557-97239560-97239563-97239566-97239568-97239572-97239575-97239579-97239583-97239585-97239588-97239590-97239593-97239595-97239597-97239600-97239602-97239611-97239614-97239620-97239630-97239634-97239637-97239639-97239642-97239651-97239660-97239664-97239672-97239682-97239691-97239701-97239709-97239717-97239723-97239726-97239729-97239732-97239734-2215072664-2215072666-2215072668-97239737-97239741
n/a,service,53055370-97239743-97239741-97239747
Bolivar Drive,cycleway,53055366-343627755-2172929875-2172929874-74261353
Bolivar Drive,residential,53055367-4217221725-2476110310-306073377-53055370
Lower Packrat Trail,path,84926248-98443531-98443534-98443539-98443545-98443550-98443553-98443555-98443558-98443561-98443567-98443569-98443573-98443580-98443589-98443593-98443598-98443605-98443608-98443612-98443617-98443621-98443625-98443626-98443630-98443631-98443633-98443637-98443638-98443640-98443642-98443645-98443646-98443647-98443650-98443652-98443654-98443659-98443665-98443669-98443670-84925586-84925587-84925591-299877295-311396021-299877299-2276400044
n/a,path,98446237-98447574-98446239-98446244
n/a,path,84926436-98449200-98447545-98447548-98447550-98447552-98447553-98447555-98447557-98447562-1659976385-1659976386-1659976384-98446220-98446225-98446228-7142131411-98446229
Laurel Canyon Trail,path,98447574-98447575-98447576-98447580-98447553
n/a,path,98447545-98449209-98449215
n/a,path,98449228-98449230-98449232-98449235
n/a,path,98449215-98449226-98449229-98449228
n/a,path,98449244-98449253-98449260-98449270-98449278-98449286-7142131406-98449235-98449298-98449307-98449310
n/a,path,98452538-2276400012-98452547-98452549-677037304
n/a,path,98452538-3925984072-1659976373-98452539-98452540-2276400026-98446244-98452543-98452544-98452545-98447550-98452553-98452559-98452567-2276400013-98452571-7129372409-98452574-98452577-98452581-98452539
n/a,path,98452536-98452586-98452590-98452595-98452609-98452600
n/a,steps,3925984058-3925984060-3925984059-3925984063
Sunset Lane,residential,57823425-53058899-53058586-7916222516-6975505783-53040398-269109401-269109402-269109400-6975505782-53030507
Woodmont Avenue,residential,53037759-269134841-269134840-7283803331-53058576-258769192-53058577-53058580-6888232093-99265052-269109563-7916222525-269109562-53058582
Canon Drive,residential,98461061-984957175-57939694-984957176-288990524-57959486-984957177-984957178-98461027-984957179-288990523-98461021-984957180-57959488-984957181-5688223026-98462170-984957182-4448113543-84925463-5688223027-98462161-984957184-4448113542-5688223028-84925469-984957202-4516579660-98462154-4448113544-5688223030-984957204-84925477-984957205-84925484-984957206-5688223031-98462138-984957207-984957208
Central Park Drive,residential,98464122-98464045-84926238-2008465529-84926233-2276399992-84926231-258769184-57807753
Central Park Drive,residential,98464122-98464051-5035457524-98464053-5035457525-98464058-5035457526-98464062-5035457527-98464065-5035457528-98464069-5035457529-98464125-98464079-5035457530-98464087-5035457531-98464094-5035457532-98464101-5035457533-98464109-5035457535-98464116-5035457534-98464122
Vassar Avenue,residential,99278653-99278657-99278666-99278672
Vassar Avenue,residential,99278672-99278686-53068625
Vassar Avenue,residential,53068625-677315545-99278653-99278649-677315544-53068626-99278642-677315543-677315542-53020508-99278631-270623131-258766924
Southampton Avenue,residential,99311604-266721989-354219844-266711701-354161701-99311618-354161695-674538037-266711713-99311624-674538039-53112735-674538040-354161686-266711716-6517845685-99311630-354161692-99311647-6517807084-53078342-6517807082-268003110-6550874857-268003109-53112736-53112737-674538060-266711721-674538062-674538063-53112738-674538064-674538065-674538066-674538067-674538068-674538069-1962323851-53112740-266711723-266711725-266711728-53112743
Arlington Avenue,tertiary,4167531915-6943964804-4329254554-99332949-266711711-354219866-354219863-99332969-4329254560-99333004-99333013-268003112-266722098-354219852-6943964803-99333022-266712089-99333031-266712082-99333046-4329254577-99333059-4329254579-266712119-2093084383-99333070-8256774052-99333081-2093084390-266712122-99333091-6943964802-266712131-266712124-99333098-99333107-99333110-4329254789-266712153-99333117-266712165-99333121-266712163-99333125-99333133-99333139-4329254793-6943964801-4329254795-99333151-800171285-1127246900-266908934-800171287-99333155-800171296-6943964800-99333159-266908931-99333164-266908929-99333169-875639345-677315472-99333173-266908923-765376282-266908922-99333182-6943964799-99333186-4329254800-266908920-506823048-5482922788-99333190
Boynton Avenue,residential,99333173-4329254797-99295327
Santa Barbara Road,residential,99333151-266908933-99295459-266722007-266722006-266722005-99295466-568285506-53110559-53110561-269139522-677315463-269139521-7916895741-266711985-53110563-266711976-266711969-266712022-59833697-53110566-674538126-266712011-266712014-59833698-266712020-674538122-266712017-53098775-266711815-266711835-56006225-266711833-266711818-674538104-266711830-53110568-266711820-266711823-266711825-266711828-266711838-53110569-266711849-266711843-53061182-568214222-4340806672-53056370-4340806670-4340806669-59833667-269301451-559914506-269301450-4340806666-53075872
Arlington Avenue,tertiary,99323375-266909001-57878548-559914643
Hollis Street,tertiary,5050598576-2187426873-670133161-2187426872-670133158-2187426871-53133741-6935972894-6935972893-53109988-5487189885-53133743-4168260356
The Crescent,residential,53047455-7018887498-1042248630-100554655-53122685-269109176-269109175-53122688-269109174-100554658-1042246647-269109177-100554661-269109162-53038909-2507403763-269109161-1042247075-53061113
Park Gate,residential,53119514-288988702-100554739-100554742-7018885245-7018885247-53085851
n/a,service,124792370-258766907-100565598-57785234-258766903-258766904-258766902-4622926058-57785232-428692430-4622926054-258766905-258766906-1669520232-57799737
Lake Anza Road,service,100565606-100565672-677315755-269109478-677315753-269109479
Shasta Road,tertiary,100565805-100565806-100565803
Memory Trail,path,84926244-84926248-84926257-84926264-84926274-84926285-84926292-84926300-84926308-84925530-84925529-84925528-84925526-84925525-84925524-84925521-84925520-984957195-311395977-984957194-984957193-84925519-84925514-984957192-311395976-311395975-84925504-984957191-84925497-84925490-984957190-984957189-676428505-84925469-124790387-984957187-124790399-124790413-984957188-124790424-124790436-124790443-124790451-124790462-124790469-124790478-124790491-124790501-124790515-124790527-124790545-124790553-124790561-124790570-124790577-124790591-124790603-124790617-124790625-124790636-124790647-124790661-677315552-677315553-124790667
Selby Trail,path,124790676-124790679-124790686-124790694-124790698-124790701-124790713-124790667-124790721-124790734-124790746-269134835-124790754-269134837-269134839-269134838-677315554-269134836-124790764-124790775-124790784-7141992026-677315555-124790796-124790804-124790817-124790821-124790834-124790839-124790845-124790856-124790863-124790873-7141992019-124790881-124790890-124790902-124790911-124790921-124790935-124790944-124790951-676428389-124790963-124790979-124790994-676428390-124791006-124791015-124791028-124791046-124791057-124791067-124791079-124791088-124791100-124791108-124791113-124791119-124791120-124791130-124791141-124791154-124791170-124791179-124791192-124791206-124791214-124791220-676428334-124792413
Lake Anza Trail,path,283070028-2536975931-2536975930-283070024-283070019-2536975905-932164804-2536975879-283070015-2536975830-2536975821-283070008-283070004-124792249-124792227-124792219-124792207-124792198-2536975838-2536975845-124792192-124792181-124792180-2536975853-124792173-932164857-428692541-2536975862-124792158-124792151-2536975828-124792146-2536975816-124792137-124792128-124791779
Selby Trail,path,124791540-124791550-124791557-124791567-124791575-677315725-124792350-124791612-124791620-124791624-124791633-124791645-2536976095-2536976093-2536976087-2536976081-124791654-124791665-124791673-124791682-124791690-2536976049-2536976047-2536976045-2536976028-124791699-124791706-124791707-2536975987-2536975975-124791716-2536975961-124791723-2536975940-124791731-124791737-2536975935-124791748-2536975912-2536975890-124791755-2536975865-2536975856-2536975842-2536975834-124791768-2536975820-2536975818-2536975811-2536975809-2536975808-124791779
n/a,path,124792370-124792375-124792379-124792385-677039766-124792390-124792402-124792413
Selby Trail,path,124792413-124791229-124791241-124791257-124791264-124791273-124791285-124791300-124791317-677315515-124791327-124791340-124791348-124791356-124791370-124791387-124791390-124791391-124791397-124791406-124791418-124791429-677315516-124791441-124791455-677315750-124791465-677315752-124791474-124791483-677315513-124791493-124791498-124791507-124791516-124791531-7198798367-124791540
n/a,path,124791716-428692542-428692543-428692544-2408078525
n/a,path,57925603-128894403-5341951792-5341951777-128894415-984957534-984957535-984957536-984957537-128894426-128894436-5341951776-51665347
Curran Trail,path,51665347-984957518-984957519-128894604-984957521-128894613-5341951782-128894445-5341951781-5341951780-5341951779-128894457-128894470-5341951783-5341951784-128894480-5341951786-5341951785-7142131362-128894494-5341951818-128894562-128894575-128894506-1706509085-1706509082-1706509081-128894588-1706509080-1706509079-1706509078-1706509077-1706509076-1706509075-5341951817-128894517-5341951816-128894530-5341951788-5341951815-5341951787-128894535-5341951814-5341951813-128894544-428692517-128894555
n/a,cycleway,56724495-2443760100-140423956-56724603-140423997
n/a,footway,56724579-140423971-2443760104
Prince Street,residential,53070091-4264245654-312432971-5484497829-4294167994-53070092
n/a,footway,4264245657-165560135-165560141-165560144-165560148-165560151-165560155-165560163-3125358032-1800890466
n/a,steps,93148055-200241570-265512001-5486794498
n/a,steps,93148160-4698205505-244455729-53086026
n/a,cycleway,219648893-2391023573-661821496-2391023572-2391023571-200315496-661831323-200315497-661831327-200315498-661831330-200315499-661831333-661831336-661831338-200315500-661832629-661832630-661833135-200315501-1212905330-661816327-1212905329-200315503
Arollo/Arolla Path,steps,201591036-201590560
n/a,steps,265517367-265517368-265517369-265517370-265517371-265517372-53092423
n/a,footway,4869520176-247362166-201635882-201635884-201635887-7829823940-271855028-201635891-247362167
Brookside Lane,steps,200238930-265511731-265511732-243513405-53134397
Claremont Steps,steps,93148492-4698211516-203686869
n/a,footway,219315859-661817808-243661014-266283357-243661015-256660737-266283305-266283308-266283309-266283463-243661016-243661017-243661018-661819555-661819557-243661019-256660745-266283464-266283465-266283466-256660746-256660747-243661020-256660748-266283467-266283420-243661021-243661022-243661023-243661024-243661025
n/a,footway,212354833-212355981-661820702-212355986-212355988-212355989-212355992-212355994-212355996
n/a,cycleway,221403770-4349312601-53126440
Prince Street,residential,221406324-4059292238-4059292267-1968181922
Oxford Street,tertiary,53124035-540985079-3793693386-540985094-540985103-540985113-53115359-275806316-53115350-3515605748-275806317-308997746-53006299-4168207050
Oxford Street,tertiary,53082209-4238980123-6975320846-6975320847-5483072368-4238980098-53115327-4238980095-6937913017-6937913016-5483072362-5483072365-4188788140-53115329-4188788126-6937913014-6937913015-2196215671-5483072358-5483072361-4188788133-53091870-4188788110-6937913013-6937913012-5483224062-532751136-239616684-314077164
Fulton Street,residential,53103803-4188788128-5483224077-5483224082-4240959850-53063549
Bancroft Way,tertiary,53055616-267631998
Durant Avenue,secondary,2086696505-6561839357-5483224094-5629687682-5483224089-4168189939
Dana Street,residential,275804265-4265657004-2070711737-53020976
Bancroft Way,tertiary,1993196224-260910353-6561839365-5483223616-3178364013-3178364019-260910347-286080654-4279441452-8477756878-53073462-6561948718-4279441451-286633456-2769094584-4279441448-53111679
Durant Avenue,tertiary,53090675-260913652-394217516-4333613086-267631978-267631980-4927407472-4333613087-1964475027-5483223605-267631979
Dwight Way,tertiary,53020968-4228031735-6561896513-6561896510-4240959812-53020969
Dwight Way,residential,53020993-4333613064-53020994-4333613065-53020995
Warring Street,tertiary,53058934-6563941584-394216371-267631967-6950001184-6950001183-696215423
Derby Street,tertiary,53058938-4330828809-267632090
Ellsworth Street,residential,275808115-275808190-4265657000-53020974
Fulton Street,residential,312430760-4240959822-4240959824-53020971
Telegraph Avenue,secondary,230899740-2344994125-230902160-275808827-275808828-312431842-312432946-6561896544-312432947-4265656999-53082750
Telegraph Avenue,secondary,312431277-746835776-4264245636-53099154-4264245641-6952363679-4264245650-53070091-165560129-4264245663-53028332-4264245669-5484497842-4169509023
Hearst Avenue,tertiary,53055185-4226425296-355802065-240404741-355802119-4238979909-53055187-4238979910-517872518-517872521-517872522-4238979913-53055189-4238979914-240404763-53055191-314077204-8676616368-2283661430
Hearst Avenue,residential,260908845-7708163904-59805965-6563941576-4294455602-53055203
Grinnell Pathway,footway,53120088-6609064730-230962020-2427751945
Shattuck Avenue,secondary,53042665-3516403898-239616695-4168189957
The Alameda,tertiary,2133315391-266725631-6937913759-2425028275
Solano Avenue,tertiary,53062051-2839029205-2839029207-53029060-2839029209-1948874416-6937913779-1948874435-2839029211-53044108-2839029212-1948722285-6937913763-1948722267-2839029214-53062053-343610952-6937913778-1948686102-2839029217-53028112-343311969-6937913764-2839029220-53062054-6937913777-343604680-1948662512-343604677-2839029222-53062055-2839029223-343604675-5413961865-5413961866-5413961867-6937913765-6937913776-4030863308-53062056-4030863309-4030863311-53062059
Gilman Street,tertiary,52989421-52982361
Gilman Street,tertiary,231099810-4221298032-53029024-4221298031-6943964815-4221298024-53044093-4221298022-6943932542-53064875-4221298018-53064877-4221298010-53064878-4221298007-6943932543-4221298000-53064879-4221297999-6943964814-53047295-4221297995-4221297993-53019152
South Drive,pedestrian,8451378032-260544568-3207730949-52991834
n/a,footway,346447166-346447214
Campanile Way,service,3207782881-3540785708-230962028
Soule Road,service,234653553-4301518098-4301518129-52987672-320401876-234653534-1954723373-320401877-234653520-234653500-52987674-53055202
Haviland Road,service,234653500-2427751989-234653567-234653587-234653604-2637690092-2637690089-2334715049-2637690069-237133915
n/a,service,53042670-4188788116-234653658-234653672-234653692
University Drive,unclassified,2438953144-2327822467-1250596082-1250596075-237133351-53120081
University Drive,unclassified,53120084-4756285069-237133375-2327822378-2438953155
University Drive,unclassified,53048389-8451378185-8451378187-8451378188-53090138-260908819-260556552-8451378195-53013950-8451378189-260556553-1419647293-52980669
n/a,footway,234653448-2427751971-6269419178-532754164-237133406-260556487-260556486-237133388-237133421-52996336-1419647378-260556496-260556495-52996339-1419647371-260556498-260556497-2438953070
Harmon Way,footway,237133388-260556492-260556485-260556491-462764065-462765336-462764067-260913662-53024385
n/a,footway,237133421-260556500-260556499-2438953094-2438953264-2438953192-2438953083-1665399244-2327823527-53034140-2327823535
University House Way,footway,237133508-2327822486-237133493
Hearst Avenue,tertiary,237133573-237133534-53055200-5398143101
Hearst Avenue,tertiary,237133573-5853287138-4188788113-53055202
Hearst Avenue,tertiary,2327822491-2327822479
n/a,unclassified,2438953242-2327822429-8417814511-260556549-237133607-6269419179-237133623-6269419180-260908771-282874034-282874033
n/a,service,282874033-282874026-249237230-237133733-260912224-8395357176-8140304417-7155510571-231027846
n/a,footway,237133716-2427751954
n/a,footway,237133716-2427751991
n/a,footway,237133814-282874094-260908768-237133844-282874088-1665399260-1665399259-237133861-237133880-3210406775
n/a,footway,237133607-6609064702-260556548-411666802-237133934-260556551-411666803-53034136
n/a,footway,237133447-237133945
West Circle,unclassified,2438953155-2438953186-2438953231-3207803494-2438953130-2438953207-2755977327-2438953070-6609064704-2438953068-2438953064-2438953168-2438953053
Frank Schlessinger Way,service,6269419155-1250596086-53006307-53006310-249237243-5483224059-53006312-3540785729-3207782882-3207782881
n/a,service,52991829-8451378227-4301522673-260556527-282830485-53013951-4301518120-4301522666-1419647328-8451378190-8451378189
n/a,service,8436435875-4301520785-4301522678-53125317-53125314-4301520756-52980625-260557103-260557096-4378691935-560215219-52980649
South Drive,service,8451378205-234653260-4188788158-2637690067-52991832-237134632-260551351-52991829
Oppenheimer Way,service,52991825-237134258-8319750844-237134271-8436435885-237134286-1419647382-8436435863-8436435867-4301522715-237134303
n/a,service,237134358-6269419170-3166077106-3647671470-2427751994-3647671467-3180269938
n/a,footway,237134446-2427751963-282388081
n/a,footway,237134463-3166077095-237134595-6269419168-260910366-237134612
n/a,steps,237134083-3207729975-2427751990-2427751979-2427751988
n/a,footway,52991829-8451378221-3166077078
n/a,footway,283058733-260551354-3166077079-3166077072
Colusa Avenue,residential,57829666-237134878-5482922765-2053878773-57846880-57846881-260602097-559914614-260602098-260602079-559914618-559914616-57846882-559914620-559914615-260603230-559914621-57846883-57846885-559914636-57846886-559914635-260603231-57846888-559914640-57846890-559914639-260602120-559914638-260602121-260602114-559914624-57846892-260602115-559914623-260602116-57846894-2405402881-57846895-260602217-2405402892-261736355-2405402895-260602218-2405402898-260602219-559914630-2405402902-2405402903-261736347-2405402914-57846896
n/a,service,237134926-8206608382-8206608380-237134940-8206608379-8206608381-237134964-237134985-8206608378-8206608377-237135003-8206608376-8206608375-237135026-237135067-237135084
n/a,service,237135102-237135084-237135117-401911287-237135135-401911288-401911289-237135156-401911290-237135178-401911291-401911299-237135199-237135217-237135240-237135260-237135279-237135303-237135102
n/a,service,237135260-237135320-237135381-237135401-237135415-237135432-237135452-237136109-237135668-237135476-237135496-237135515-237135538-401910947-401910948-237135557-401910949-237135579-237135600-401910950-401910951-237135617-401910952-237135636-401910953-401910954-237135650
n/a,service,237135320-5482922769-237135341-237135361-237134926
n/a,service,237135415-237135199
n/a,service,237135432-401911248-237135684-401911249-237135701-237135199
n/a,service,57841511-1016357546-237136024-237136038-237135844-237136056-237136072-237136090-262125796-262125797-237136296-237136109
n/a,service,237135579-237136123-237136140-237136090-237136151-262125794-401911182-237136170-262125795-237136186-401911186-401911187-237135726-237136199-401911231-401911232-237136214-237136228-401911235-237136248-401911237-237136263-237136281-237136296
n/a,service,237135452-237136263-237135726-401911192-401911198-237135737-401911199-237135757-237135767-401911154-401911156-401912042-401911158-401912043-401911159-237135786-401911160-237135805-262125793-401911177-237135818-401911178-237135832-401911161-237135844-237135858-237135873-237135889-237135904-401911008-237135922-237135939-401911041-401911042-237135955-401911043-401911162-237136312-401911163-237136326-237135990-401911164-401911165-401911166-401911167-237136005-237136024
Arlington Avenue,tertiary,237136370-99323439-261736158-99323445-4329254523-99323452-261736163-261736164-360532181-99323461-6943964806-99323469-360532187-266711669-99323478-99323483-360532197-266711660-6943964805-99323492-4329254543-266711658-266711667-99323500-99323232-360532220-239715289-360532217
Arlington Avenue,tertiary,99323189-3687445783-261736154-261736153-237136370
Vine Street,residential,239500944-4295642344-8417814485-2976013636-8417814486-8417814490-53146430-8417814492-8417814488-8417814494-53059193-269301286-269301290-269301289-239527314-239527308-4295642350-53026098
Spruce Street,residential,239500939-4295642341-8417814484-2976013633-5483072366-4294292349-53075887
n/a,residential,239500922-1762728668-1706509026-1762728666-1706509025-239500928-1762728663-1706509023-1762728662-1762728659-239500939-1762728660-1762728661-1706509024-1762728664-239500944-1762728665-1762728667-1706509027-1706509028-239500922
La Loma Avenue,residential,239500985-258757160-239500974-4294455613-239500957-239501066
Virginia Street,residential,53021363-258757156-239501089-408726584
Virginia Street,residential,239501052-239501044-239501008-239501014
La Loma Avenue,residential,239501014-283055310-239501037-59805976
Virginia Street,residential,53075888-4294292331-339928541-2196215661-59794837-239511753-2196215664-339928540-2196215663-280430367-2196215662-59794833-4294292333-239511746
Le Conte Avenue,residential,239501153-408726591-408726590-408726589-239501117-2252597651-239501131-2252597648-239501124-239501147
Le Conte Avenue,residential,239501153-59805970-339928560-59805973-4294455611-59805976-239501108-7132278932-3572589400-3572589399-3572589398-3572589397-3572589396-3572589395
Le Conte Avenue,residential,239501147-239501166-239501160-239501138-239501153
Le Roy Avenue,residential,239501193-53091828-4294455612-4294292329-53107081-4294292326-1954677968
Virginia Street,residential,53091823-4294292330-8417814498-2196215659-8417814501-53059199-8417814502-5483072340-4294292335-53091826
Eunice Street,residential,53147192-4295642371-407719297-262257217-53112672-7707950468-53056543-7707950472-53147188-4295642365-53075880-4295642364-4238980155-53115322-4238980154-4238980151-53138890
Milvia Street,residential,239616717-2420456638-2420456629-239616737-239616726-317939843-53122838-4238980142-53122840-4238980133-53122842-53082199-4238980105-4238979982-53122843-4238979979-5483072377-249237231
Yolo Avenue,residential,239616717-2420456626-239616749-317939841-4238980157-53095440
Milvia Street,cycleway,53095438-1693800491-239616717
Los Angeles Avenue,residential,2072413546-4226665497-239715420-239715468-4329254519-53036805-2093084386-261736053-2093084385-261736054-261736055-53036808-239616916-343616085-239616920
Mendocino Avenue,residential,53036811-239616912-5031453953-416779786-261736056-53036810
Shattuck Avenue,secondary,53096084-4226423179-6561896527-6561896528-3516403894-53042665
Shattuck Avenue,secondary,239617031-4238979986-763660477-541006530-763661243-4168262112
Shattuck Avenue,residential,53082205-318886100-53096094-262257271-2297419931-53096096-239616839-430092350
Shattuck Avenue,residential,262257356-541007737-8417814477
Shattuck Place,secondary,239616946-366797292-4238980114-239617045
Henry Street,residential,239616946-366797287-366797284-53059863
Sutter Street,secondary,53059841-56006130-316735274-239669144
Henry Street,secondary,239616933-258780786-316735294-239616961-4238980138-239616991-4238980134-6937974586-5483072384-4238980127-314078230-239616938-5483072386-262257318-239616946
Sutter Street,secondary,239669144-4238980152-316735264-239669137-239616933
Oxford Street,tertiary,240448964-4188788109-6561896549-4240963000-4305376805
Fulton Street,tertiary,239669244-4240959876-5483224095-4240959870-239669211-342735515-8451373611
n/a,secondary_link,239669302-239669288-4188788148-239669276-275806209-4240959867-234653238
Eunice Street,residential,53138890-262084692-239669358-239669366
Eunice Street,residential,239669366-53096101-5483072392-4238980149-53059841
Walnut Street,residential,53138890-239669343-53138893-53138895
Walnut Street,residential,53138895-262257273-312809014-312809134-312809132-312809009
Walnut Street,residential,239669380-239669387-239669373-53138895
Eunice Street,residential,239669380-430092347-239669406-430092348-239669399-239669366
Rose Street,residential,53075885-4295642358-52989306-53082211
Spruce Street,residential,53075885-4295642357-8417814482-4295642346-239500922
Arlington Avenue,tertiary,53086195-239715277-4167531916
Marin Avenue,secondary,5055865907-6943964808-53056337-3687445746-6943932547-343616077-56006423
Marin Avenue,secondary,53056336-317109576-6949955863-6949955864-239715475
Marin Avenue,secondary,239715475-1410244621-239715494
Marin Avenue,secondary,239715494-317109583-317109584-53056336
Short Street,residential,240404657-53047772
Sacramento Street,tertiary,283296748-4235206859-240469703-6950001159-4235206873-240469701-4235206879-53039454-1994957627-4168260374
Sacramento Street,tertiary_link,240404715-7939287330-750031557-5875523859-4225207005-240404706
Francisco Street,residential,240404690-4226425301-2405711045-53072254-2281374210-53072255-2281374213-53072256-53072258-4226425306-7939409398-2283661447-4226425308-53072260-4226425309-2283661448-2283661450-4238979941-53072262-4238979942-2283661451-5483224113-2281374231-4238979947-239617017
Sacramento Street,tertiary,240404682-4225376411-2229285696-5483224311-4225376419-240404686-4225376425-240404677-6938350991-1994957643-240404660-4168148407
Buena Avenue,residential,58443126-240404728-263569411-240404730
Sacramento Street,tertiary,53050596-240404710-240404719-240404722-53050597-4167607793
Ohlone Greenway,cycleway,240404674-343627791-343627792-57650260-57650268-57650275-343627793-57650281-343627794-57650293-57650305-343627795-57650308-57650313-343627796-57650325
McGee Avenue,footway,1938181933-1938181946-1938181949-1938181973-240404734-517872496-1938181951-1938181948-1938181945-1938181935
McGee Avenue,residential,53055181-4226425291-53042654-3430427721-4226423153-53076866-240448897-4226423147-3430427720-4228032707-283296753
Bonita Avenue,footway,240404751-4238979920-240404758
Bonita Avenue,residential,240404758-1938181999-4238979911-53055187-4238979908-2420456631-4240963004-53042659
Allston Way,residential,240448780-53114437-4924542145-4924542141-4924542138
Cedar Street,tertiary,53125302-4217112462-4977116803-5483224663-53112054-5483224655-4218827273
Sixth Street,tertiary,4168148412-6945909483-431008533-4217112471-53029727
Sixth Street,residential,260577511-4218827189-53020921
Seventh Street,tertiary,53093979-4218967695-4218967694-3701829993-5484498240-3701831183-3701830693-4168260378
University Avenue,residential,240448811-2811333707-8852141391-8852141394-240448809-4217221755-2065927930-6946552125-2476110340-7020492621-52993536-2476110336-240448905-1789060365-240448907-1789060364-1789060363-240448910
Second Street,unclassified,53064850-4213511015-5483072751-5483072760-5483072746-5483072763-5483072739-5483072742-5483072769-560189382-53112051
Second Street,residential,53064850-4213511008-5483072753-53027121
University Avenue,tertiary,86333300-1800890503-6946552124-290106037-2443760085-240448857-240448859
University Avenue,tertiary,240448836-290105754-290105733-1659965183-240448833-6946552120-6946552121-240448862-290106081-8862331689-290106079
Marina Boulevard,residential,53116941-240448827-240448850-240448829-240448831
Marina Boulevard,residential,240448831-5484498381-1659965185-53116941-2058768374-355791525-240448833
n/a,tertiary_link,240448846-1659965187-290105901-240448848-290105902-240448850
n/a,unclassified,240448859-240448862
University Avenue,secondary,240448868-8852161333-8852161326-258758045
University Avenue,secondary,53116961-4226423157-3676980371-3676980370-3676980364-4226423152-53076866-4226423151-53115964-4226423148-3676980338-3676873336-7069788505-4168148398
Tenth Street,residential,240448938-4217112440-2002439806-53030351-1519114391-4217221787-53030280
Delaware Street,residential,53093333-4217112442-5483224519-4213378492-53093336-243673133-4213378493-4541871185-3701944621-4541871188-4225376431-53029037-4225376432-7514288311-53093337-4225376434-8676540918-4225376435-1982139901-1982139872-53079178-4225376436-4924539082-4225376437-53027401-4225376438-4225376440-53047335
n/a,residential,5061098656-240448938-1789060430-1789060433-1789060438-1789060439-53093333-1789060449-1789060454-1789060459-1789060463-1789060465-240448916-1789060456-1789060451-1789060446-1789060442-240448914-1789060437-1789060432-1789060428-5061098656
Delaware Street,residential,240448918-1789060416-1789060419-1789060420-240448941-4217112441-240448914
Ninth Street,residential,240448918-1789060412-343627767-1789060407-1789060406-240448943-2421839395-240448924
n/a,cycleway,240448920-4217112439-240448918
Ninth Street,residential,240448928-4217112424-3695834681-4924539066-4217221781-53055566-240448878-4217221774-5483224515-5483224513-1762740920-1762740918
Hearst Avenue,residential,240448926-4217112425-53030351-4217112429-53055170-2131736235
n/a,residential,240448922-1789060388-1789060386-1789060384-1789060383-240448928-1789060385-1789060387-1789060389-1789060390-1789060392-240448926-1789060395-1789060398-1789060400-1789060399-240448924-1789060397-1789060396-1789060394-1789060393-1789060391-240448922
Seventh Street,residential,240448936-1979020559-5483224557-6344498572-4217221769-53116948-240448874-4217221762-4028652533-4028652516-4217221738-53121264
Hearst Avenue,residential,240448934-53055166-240448922
n/a,residential,240448930-1789060372-1789060370-1789060367-1789060366-240448936-1789060368-1789060369-1789060371-1789060373-1789060374-240448934-1789060377-1789060379-1789060381-1789060382-240448932-1789060380-1789060378-1789060376-1789060375-240448930
University Avenue,tertiary,87358434-310163501-3067764646-361210033-6946552117-6946552118-361210219-53116939-361213591-4069932626-4069966909-310163511-310163475-6946552119-240448836
University Avenue,tertiary,87358434-361209902-53021415
University Avenue,secondary,53116963-2144915126-6561896525-6561896526-4070629389-4168189951
University Avenue,tertiary,53115332-239669259-4188788157-3189861651-53116974-4226423183-5853247351
Bonita Avenue,pedestrian,53042659-240448966
Bonita Avenue,residential,240448966-3221163205-2252953560-4226423164-53116966
Hopkins Street,tertiary,53157611-1989026026-2240765817-53019123
Hopkins Street,tertiary,53019123-4225206860-53019126-4225206875-53019128-4225206879-53019130-263187569
